yearstart,yearend,locationabbr,locationdesc,datasource,topic,question,datavaluetype,stratificationcategory1,stratification1,locationid,topicid,questionid,datavaluetypeid,stratificationcategoryid1,stratificationid1
2008,2012,MD,Maryland,Statewide central cancer registries,Cancer,"Invasive cancer of the cervix, incidence",Average Annual Number,Race/Ethnicity,Asian or Pacific Islander,24,CAN,CAN6_1,AVGANNNMBR,RACE,APIO
2014,2018,MD,Maryland,Statewide central cancer registries,Cancer,"Invasive cancer of the cervix, incidence",Average Annual Number,Race/Ethnicity,"Black, non-Hispanic",24,CAN,CAN6_1,AVGANNNMBR,RACE,BLK
2008,2012,MI,Michigan,Statewide central cancer registries,Cancer,"Invasive cancer of the cervix, incidence",Average Annual Number,Gender,Male,26,CAN,CAN6_1,AVGANNNMBR,GENDER,GENM
2010,2014,MI,Michigan,Statewide central cancer registries,Cancer,"Invasive cancer of the cervix, incidence",Average Annual Number,Race/Ethnicity,"Black, non-Hispanic",26,CAN,CAN6_1,AVGANNNMBR,RACE,BLK
2008,2012,MO,Missouri,Statewide central cancer registries,Cancer,"Invasive cancer of the cervix, incidence",Average Annual Number,Gender,Female,29,CAN,CAN6_1,AVGANNNMBR,GENDER,GENF
2010,2014,MO,Missouri,Statewide central cancer registries,Cancer,"Invasive cancer of the cervix, incidence",Average Annual Crude Rate,Gender,Female,29,CAN,CAN6_1,AVGANNCRDRATE,GENDER,GENF
2015,2019,MO,Missouri,Statewide central cancer registries,Cancer,"Invasive cancer of the cervix, incidence",Average Annual Number,Race/Ethnicity,"Black, non-Hispanic",29,CAN,CAN6_1,AVGANNNMBR,RACE,BLK
2009,2013,MT,Montana,Statewide central cancer registries,Cancer,"Invasive cancer of the cervix, incidence",Average Annual Number,Overall,Overall,30,CAN,CAN6_1,AVGANNNMBR,OVERALL,OVR
2014,2018,NC,North Carolina,Statewide central cancer registries,Cancer,"Invasive cancer of the cervix, incidence",Average Annual Number,Gender,Female,37,CAN,CAN6_1,AVGANNNMBR,GENDER,GENF
2014,2014,IL,Illinois,NVSS,Asthma,Asthma mortality rate,Number,Gender,Male,17,AST,AST4_1,NMBR,GENDER,GENM
2014,2018,NC,North Carolina,Statewide central cancer registries,Cancer,"Invasive cancer of the cervix, incidence",Average Annual Number,Race/Ethnicity,Hispanic,37,CAN,CAN6_1,AVGANNNMBR,RACE,HIS
2009,2013,ND,North Dakota,Statewide central cancer registries,Cancer,"Invasive cancer of the cervix, incidence",Average Annual Number,Overall,Overall,38,CAN,CAN6_1,AVGANNNMBR,OVERALL,OVR
2010,2014,ND,North Dakota,Statewide central cancer registries,Cancer,"Invasive cancer of the cervix, incidence",Average Annual Number,Overall,Overall,38,CAN,CAN6_1,AVGANNNMBR,OVERALL,OVR
2011,2015,ND,North Dakota,Statewide central cancer registries,Cancer,"Invasive cancer of the cervix, incidence",Average Annual Number,Race/Ethnicity,"White, non-Hispanic",38,CAN,CAN6_1,AVGANNNMBR,RACE,WHT
2012,2016,ND,North Dakota,Statewide central cancer registries,Cancer,"Invasive cancer of the cervix, incidence",Average Annual Number,Race/Ethnicity,"White, non-Hispanic",38,CAN,CAN6_1,AVGANNNMBR,RACE,WHT
2009,2013,NH,New Hampshire,Statewide central cancer registries,Cancer,"Invasive cancer of the cervix, incidence",Average Annual Number,Gender,Female,33,CAN,CAN6_1,AVGANNNMBR,GENDER,GENF
2010,2014,NH,New Hampshire,Statewide central cancer registries,Cancer,"Invasive cancer of the cervix, incidence",Average Annual Number,Gender,Female,33,CAN,CAN6_1,AVGANNNMBR,GENDER,GENF
2015,2019,OR,Oregon,Statewide central cancer registries,Cancer,"Invasive cancer of the cervix, incidence",Average Annual Number,Race/Ethnicity,Hispanic,41,CAN,CAN6_1,AVGANNNMBR,RACE,HIS
2010,2014,RI,Rhode Island,Statewide central cancer registries,Cancer,"Invasive cancer of the cervix, incidence",Average Annual Number,Overall,Overall,44,CAN,CAN6_1,AVGANNNMBR,OVERALL,OVR
2012,2016,RI,Rhode Island,Statewide central cancer registries,Cancer,"Invasive cancer of the cervix, incidence",Average Annual Number,Gender,Female,44,CAN,CAN6_1,AVGANNNMBR,GENDER,GENF
2012,2016,SD,South Dakota,Statewide central cancer registries,Cancer,"Invasive cancer of the cervix, incidence",Average Annual Age-adjusted Rate,Gender,Female,46,CAN,CAN6_1,AVGANNAGEADJRATE,GENDER,GENF
2014,2018,SD,South Dakota,Statewide central cancer registries,Cancer,"Invasive cancer of the cervix, incidence",Average Annual Number,Overall,Overall,46,CAN,CAN6_1,AVGANNNMBR,OVERALL,OVR
2008,2012,TN,Tennessee,Statewide central cancer registries,Cancer,"Invasive cancer of the cervix, incidence",Average Annual Number,Overall,Overall,47,CAN,CAN6_1,AVGANNNMBR,OVERALL,OVR
2010,2014,TN,Tennessee,Statewide central cancer registries,Cancer,"Invasive cancer of the cervix, incidence",Average Annual Number,Gender,Female,47,CAN,CAN6_1,AVGANNNMBR,GENDER,GENF
2012,2016,TN,Tennessee,Statewide central cancer registries,Cancer,"Invasive cancer of the cervix, incidence",Average Annual Age-adjusted Rate,Gender,Female,47,CAN,CAN6_1,AVGANNAGEADJRATE,GENDER,GENF
2014,2018,TN,Tennessee,Statewide central cancer registries,Cancer,"Invasive cancer of the cervix, incidence",Average Annual Number,Overall,Overall,47,CAN,CAN6_1,AVGANNNMBR,OVERALL,OVR
2015,2019,US,United States,Statewide central cancer registries,Cancer,"Invasive cancer of the cervix, incidence",Average Annual Crude Rate,Gender,Female,59,CAN,CAN6_1,AVGANNCRDRATE,GENDER,GENF
2010,2014,UT,Utah,Statewide central cancer registries,Cancer,"Invasive cancer of the cervix, incidence",Average Annual Number,Race/Ethnicity,Asian or Pacific Islander,49,CAN,CAN6_1,AVGANNNMBR,RACE,APIO
2013,2017,UT,Utah,Statewide central cancer registries,Cancer,"Invasive cancer of the cervix, incidence",Average Annual Number,Race/Ethnicity,Hispanic,49,CAN,CAN6_1,AVGANNNMBR,RACE,HIS
2015,2019,UT,Utah,Statewide central cancer registries,Cancer,"Invasive cancer of the cervix, incidence",Average Annual Number,Gender,Female,49,CAN,CAN6_1,AVGANNNMBR,GENDER,GENF
2009,2013,VA,Virginia,Statewide central cancer registries,Cancer,"Invasive cancer of the cervix, incidence",Average Annual Number,Race/Ethnicity,Asian or Pacific Islander,51,CAN,CAN6_1,AVGANNNMBR,RACE,APIO
2010,2014,VA,Virginia,Statewide central cancer registries,Cancer,"Invasive cancer of the cervix, incidence",Average Annual Number,Race/Ethnicity,"Black, non-Hispanic",51,CAN,CAN6_1,AVGANNNMBR,RACE,BLK
2011,2015,VA,Virginia,Statewide central cancer registries,Cancer,"Invasive cancer of the cervix, incidence",Average Annual Number,Race/Ethnicity,"Black, non-Hispanic",51,CAN,CAN6_1,AVGANNNMBR,RACE,BLK
2011,2015,VA,Virginia,Statewide central cancer registries,Cancer,"Invasive cancer of the cervix, incidence",Average Annual Crude Rate,Race/Ethnicity,"White, non-Hispanic",51,CAN,CAN6_1,AVGANNCRDRATE,RACE,WHT
2009,2013,VT,Vermont,Statewide central cancer registries,Cancer,"Invasive cancer of the cervix, incidence",Average Annual Number,Overall,Overall,50,CAN,CAN6_1,AVGANNNMBR,OVERALL,OVR
2008,2012,WV,West Virginia,Statewide central cancer registries,Cancer,"Invasive cancer of the cervix, incidence",Average Annual Number,Gender,Female,54,CAN,CAN6_1,AVGANNNMBR,GENDER,GENF
2011,2015,WV,West Virginia,Statewide central cancer registries,Cancer,"Invasive cancer of the cervix, incidence",Average Annual Number,Race/Ethnicity,"White, non-Hispanic",54,CAN,CAN6_1,AVGANNNMBR,RACE,WHT
2015,2019,WV,West Virginia,Statewide central cancer registries,Cancer,"Invasive cancer of the cervix, incidence",Average Annual Number,Race/Ethnicity,"White, non-Hispanic",54,CAN,CAN6_1,AVGANNNMBR,RACE,WHT
2015,2019,WY,Wyoming,Statewide central cancer registries,Cancer,"Invasive cancer of the cervix, incidence",Average Annual Number,Overall,Overall,56,CAN,CAN6_1,AVGANNNMBR,OVERALL,OVR
2008,2012,AL,Alabama,Death Certificate,Cancer,"Cancer of the female cervix, mortality",Average Annual Number,Overall,Overall,01,CAN,CAN6_2,AVGANNNMBR,OVERALL,OVR
2009,2013,AL,Alabama,Death Certificate,Cancer,"Cancer of the female cervix, mortality",Average Annual Number,Overall,Overall,01,CAN,CAN6_2,AVGANNNMBR,OVERALL,OVR
2010,2014,AL,Alabama,Death Certificate,Cancer,"Cancer of the female cervix, mortality",Average Annual Number,Race/Ethnicity,"Black, non-Hispanic",01,CAN,CAN6_2,AVGANNNMBR,RACE,BLK
2011,2015,AL,Alabama,Death Certificate,Cancer,"Cancer of the female cervix, mortality",Average Annual Number,Overall,Overall,01,CAN,CAN6_2,AVGANNNMBR,OVERALL,OVR
2012,2016,AL,Alabama,Death Certificate,Cancer,"Cancer of the female cervix, mortality",Average Annual Number,Overall,Overall,01,CAN,CAN6_2,AVGANNNMBR,OVERALL,OVR
2013,2017,AL,Alabama,Death Certificate,Cancer,"Cancer of the female cervix, mortality",Average Annual Number,Race/Ethnicity,"Black, non-Hispanic",01,CAN,CAN6_2,AVGANNNMBR,RACE,BLK
2014,2018,AL,Alabama,Death Certificate,Cancer,"Cancer of the female cervix, mortality",Average Annual Number,Race/Ethnicity,"Black, non-Hispanic",01,CAN,CAN6_2,AVGANNNMBR,RACE,BLK
2015,2019,AL,Alabama,Death Certificate,Cancer,"Cancer of the female cervix, mortality",Average Annual Number,Overall,Overall,01,CAN,CAN6_2,AVGANNNMBR,OVERALL,OVR
2008,2012,CT,Connecticut,Death Certificate,Cancer,"Cancer of the female cervix, mortality",Average Annual Number,Overall,Overall,09,CAN,CAN6_2,AVGANNNMBR,OVERALL,OVR
2009,2013,CT,Connecticut,Death Certificate,Cancer,"Cancer of the female cervix, mortality",Average Annual Number,Race/Ethnicity,"White, non-Hispanic",09,CAN,CAN6_2,AVGANNNMBR,RACE,WHT
2012,2016,CT,Connecticut,Death Certificate,Cancer,"Cancer of the female cervix, mortality",Average Annual Crude Rate,Overall,Overall,09,CAN,CAN6_2,AVGANNCRDRATE,OVERALL,OVR
2012,2016,DE,Delaware,Death Certificate,Cancer,"Cancer of the female cervix, mortality",Average Annual Number,Race/Ethnicity,"Black, non-Hispanic",10,CAN,CAN6_2,AVGANNNMBR,RACE,BLK
2015,2019,GA,Georgia,Death Certificate,Cancer,"Cancer of the female cervix, mortality",Average Annual Number,Race/Ethnicity,"White, non-Hispanic",13,CAN,CAN6_2,AVGANNNMBR,RACE,WHT
2009,2013,HI,Hawaii,Death Certificate,Cancer,"Cancer of the female cervix, mortality",Average Annual Number,Gender,Female,15,CAN,CAN6_2,AVGANNNMBR,GENDER,GENF
2010,2014,HI,Hawaii,Death Certificate,Cancer,"Cancer of the female cervix, mortality",Average Annual Number,Gender,Female,15,CAN,CAN6_2,AVGANNNMBR,GENDER,GENF
2011,2015,HI,Hawaii,Death Certificate,Cancer,"Cancer of the female cervix, mortality",Average Annual Number,Race/Ethnicity,Asian or Pacific Islander,15,CAN,CAN6_2,AVGANNNMBR,RACE,APIO
2011,2015,HI,Hawaii,Death Certificate,Cancer,"Cancer of the female cervix, mortality",Average Annual Number,Race/Ethnicity,"White, non-Hispanic",15,CAN,CAN6_2,AVGANNNMBR,RACE,WHT
2013,2017,HI,Hawaii,Death Certificate,Cancer,"Cancer of the female cervix, mortality",Average Annual Number,Overall,Overall,15,CAN,CAN6_2,AVGANNNMBR,OVERALL,OVR
2008,2012,IL,Illinois,Death Certificate,Cancer,"Cancer of the female cervix, mortality",Average Annual Number,Gender,Female,17,CAN,CAN6_2,AVGANNNMBR,GENDER,GENF
2011,2015,IN,Indiana,Death Certificate,Cancer,"Cancer of the female cervix, mortality",Average Annual Number,Overall,Overall,18,CAN,CAN6_2,AVGANNNMBR,OVERALL,OVR
2012,2016,IN,Indiana,Death Certificate,Cancer,"Cancer of the female cervix, mortality",Average Annual Number,Gender,Female,18,CAN,CAN6_2,AVGANNNMBR,GENDER,GENF
2015,2019,IN,Indiana,Death Certificate,Cancer,"Cancer of the female cervix, mortality",Average Annual Number,Gender,Female,18,CAN,CAN6_2,AVGANNNMBR,GENDER,GENF
2008,2012,KS,Kansas,Death Certificate,Cancer,"Cancer of the female cervix, mortality",Average Annual Crude Rate,Overall,Overall,20,CAN,CAN6_2,AVGANNCRDRATE,OVERALL,OVR
2009,2013,LA,Louisiana,Death Certificate,Cancer,"Cancer of the female cervix, mortality",Average Annual Number,Overall,Overall,22,CAN,CAN6_2,AVGANNNMBR,OVERALL,OVR
2015,2019,LA,Louisiana,Death Certificate,Cancer,"Cancer of the female cervix, mortality",Average Annual Number,Race/Ethnicity,"White, non-Hispanic",22,CAN,CAN6_2,AVGANNNMBR,RACE,WHT
2008,2012,MA,Massachusetts,Death Certificate,Cancer,"Cancer of the female cervix, mortality",Average Annual Crude Rate,Overall,Overall,25,CAN,CAN6_2,AVGANNCRDRATE,OVERALL,OVR
2012,2016,MA,Massachusetts,Death Certificate,Cancer,"Cancer of the female cervix, mortality",Average Annual Number,Overall,Overall,25,CAN,CAN6_2,AVGANNNMBR,OVERALL,OVR
2014,2018,MA,Massachusetts,Death Certificate,Cancer,"Cancer of the female cervix, mortality",Average Annual Number,Overall,Overall,25,CAN,CAN6_2,AVGANNNMBR,OVERALL,OVR
2012,2016,MI,Michigan,Death Certificate,Cancer,"Cancer of the female cervix, mortality",Average Annual Age-adjusted Rate,Race/Ethnicity,"Black, non-Hispanic",26,CAN,CAN6_2,AVGANNAGEADJRATE,RACE,BLK
2013,2017,MI,Michigan,Death Certificate,Cancer,"Cancer of the female cervix, mortality",Average Annual Number,Race/Ethnicity,Hispanic,26,CAN,CAN6_2,AVGANNNMBR,RACE,HIS
2014,2018,MI,Michigan,Death Certificate,Cancer,"Cancer of the female cervix, mortality",Average Annual Crude Rate,Overall,Overall,26,CAN,CAN6_2,AVGANNCRDRATE,OVERALL,OVR
2015,2019,MI,Michigan,Death Certificate,Cancer,"Cancer of the female cervix, mortality",Average Annual Number,Race/Ethnicity,"White, non-Hispanic",26,CAN,CAN6_2,AVGANNNMBR,RACE,WHT
2010,2014,MN,Minnesota,Death Certificate,Cancer,"Cancer of the female cervix, mortality",Average Annual Age-adjusted Rate,Gender,Male,27,CAN,CAN6_2,AVGANNAGEADJRATE,GENDER,GENM
2011,2015,MN,Minnesota,Death Certificate,Cancer,"Cancer of the female cervix, mortality",Average Annual Age-adjusted Rate,Gender,Female,27,CAN,CAN6_2,AVGANNAGEADJRATE,GENDER,GENF
2012,2016,MN,Minnesota,Death Certificate,Cancer,"Cancer of the female cervix, mortality",Average Annual Crude Rate,Race/Ethnicity,"White, non-Hispanic",27,CAN,CAN6_2,AVGANNCRDRATE,RACE,WHT
2013,2017,MN,Minnesota,Death Certificate,Cancer,"Cancer of the female cervix, mortality",Average Annual Number,Race/Ethnicity,"Black, non-Hispanic",27,CAN,CAN6_2,AVGANNNMBR,RACE,BLK
2014,2018,MN,Minnesota,Death Certificate,Cancer,"Cancer of the female cervix, mortality",Average Annual Crude Rate,Gender,Male,27,CAN,CAN6_2,AVGANNCRDRATE,GENDER,GENM
2009,2013,NJ,New Jersey,Death Certificate,Cancer,"Cancer of the female cervix, mortality",Average Annual Number,Overall,Overall,34,CAN,CAN6_2,AVGANNNMBR,OVERALL,OVR
2010,2014,NJ,New Jersey,Death Certificate,Cancer,"Cancer of the female cervix, mortality",Average Annual Number,Race/Ethnicity,Hispanic,34,CAN,CAN6_2,AVGANNNMBR,RACE,HIS
2011,2015,NJ,New Jersey,Death Certificate,Cancer,"Cancer of the female cervix, mortality",Average Annual Number,Race/Ethnicity,"Black, non-Hispanic",34,CAN,CAN6_2,AVGANNNMBR,RACE,BLK
2013,2017,NJ,New Jersey,Death Certificate,Cancer,"Cancer of the female cervix, mortality",Average Annual Number,Gender,Female,34,CAN,CAN6_2,AVGANNNMBR,GENDER,GENF
2014,2018,NJ,New Jersey,Death Certificate,Cancer,"Cancer of the female cervix, mortality",Average Annual Number,Race/Ethnicity,Hispanic,34,CAN,CAN6_2,AVGANNNMBR,RACE,HIS
2014,2018,NJ,New Jersey,Death Certificate,Cancer,"Cancer of the female cervix, mortality",Average Annual Number,Race/Ethnicity,"White, non-Hispanic",34,CAN,CAN6_2,AVGANNNMBR,RACE,WHT
2008,2012,NM,New Mexico,Death Certificate,Cancer,"Cancer of the female cervix, mortality",Average Annual Crude Rate,Overall,Overall,35,CAN,CAN6_2,AVGANNCRDRATE,OVERALL,OVR
2009,2013,NM,New Mexico,Death Certificate,Cancer,"Cancer of the female cervix, mortality",Average Annual Crude Rate,Gender,Female,35,CAN,CAN6_2,AVGANNCRDRATE,GENDER,GENF
2010,2014,NM,New Mexico,Death Certificate,Cancer,"Cancer of the female cervix, mortality",Average Annual Number,Race/Ethnicity,Hispanic,35,CAN,CAN6_2,AVGANNNMBR,RACE,HIS
2012,2016,NM,New Mexico,Death Certificate,Cancer,"Cancer of the female cervix, mortality",Average Annual Number,Race/Ethnicity,American Indian or Alaska Native,35,CAN,CAN6_2,AVGANNNMBR,RACE,AIAO
2009,2013,NV,Nevada,Death Certificate,Cancer,"Cancer of the female cervix, mortality",Average Annual Number,Race/Ethnicity,Hispanic,32,CAN,CAN6_2,AVGANNNMBR,RACE,HIS
2009,2013,OH,Ohio,Death Certificate,Cancer,"Cancer of the female cervix, mortality",Average Annual Number,Gender,Female,39,CAN,CAN6_2,AVGANNNMBR,GENDER,GENF
2009,2013,OH,Ohio,Death Certificate,Cancer,"Cancer of the female cervix, mortality",Average Annual Crude Rate,Race/Ethnicity,"White, non-Hispanic",39,CAN,CAN6_2,AVGANNCRDRATE,RACE,WHT
2011,2015,PA,Pennsylvania,Death Certificate,Cancer,"Cancer of the female cervix, mortality",Average Annual Crude Rate,Gender,Female,42,CAN,CAN6_2,AVGANNCRDRATE,GENDER,GENF
2017,2017,CT,Connecticut,NVSS,Asthma,Asthma mortality rate,Number,Gender,Female,09,AST,AST4_1,NMBR,GENDER,GENF
2012,2016,PA,Pennsylvania,Death Certificate,Cancer,"Cancer of the female cervix, mortality",Average Annual Age-adjusted Rate,Race/Ethnicity,"White, non-Hispanic",42,CAN,CAN6_2,AVGANNAGEADJRATE,RACE,WHT
2013,2017,PA,Pennsylvania,Death Certificate,Cancer,"Cancer of the female cervix, mortality",Average Annual Age-adjusted Rate,Race/Ethnicity,Hispanic,42,CAN,CAN6_2,AVGANNAGEADJRATE,RACE,HIS
2014,2018,TX,Texas,Death Certificate,Cancer,"Cancer of the female cervix, mortality",Average Annual Number,Gender,Female,48,CAN,CAN6_2,AVGANNNMBR,GENDER,GENF
2008,2012,UT,Utah,Death Certificate,Cancer,"Cancer of the female cervix, mortality",Average Annual Age-adjusted Rate,Race/Ethnicity,"White, non-Hispanic",49,CAN,CAN6_2,AVGANNAGEADJRATE,RACE,WHT
2015,2019,UT,Utah,Death Certificate,Cancer,"Cancer of the female cervix, mortality",Average Annual Number,Race/Ethnicity,"White, non-Hispanic",49,CAN,CAN6_2,AVGANNNMBR,RACE,WHT
2015,2019,VT,Vermont,Death Certificate,Cancer,"Cancer of the female cervix, mortality",Average Annual Number,Overall,Overall,50,CAN,CAN6_2,AVGANNNMBR,OVERALL,OVR
2011,2015,WA,Washington,Death Certificate,Cancer,"Cancer of the female cervix, mortality",Average Annual Number,Gender,Female,53,CAN,CAN6_2,AVGANNNMBR,GENDER,GENF
2011,2015,WA,Washington,Death Certificate,Cancer,"Cancer of the female cervix, mortality",Average Annual Number,Overall,Overall,53,CAN,CAN6_2,AVGANNNMBR,OVERALL,OVR
2012,2016,WA,Washington,Death Certificate,Cancer,"Cancer of the female cervix, mortality",Average Annual Crude Rate,Overall,Overall,53,CAN,CAN6_2,AVGANNCRDRATE,OVERALL,OVR
2014,2018,WA,Washington,Death Certificate,Cancer,"Cancer of the female cervix, mortality",Average Annual Age-adjusted Rate,Gender,Female,53,CAN,CAN6_2,AVGANNAGEADJRATE,GENDER,GENF
2014,2018,WA,Washington,Death Certificate,Cancer,"Cancer of the female cervix, mortality",Average Annual Number,Overall,Overall,53,CAN,CAN6_2,AVGANNNMBR,OVERALL,OVR
2013,2017,AK,Alaska,Statewide central cancer registries,Cancer,"Cancer of the colon and rectum (colorectal), incidence",Average Annual Number,Gender,Male,02,CAN,CAN7_1,AVGANNNMBR,GENDER,GENM
2015,2019,AK,Alaska,Statewide central cancer registries,Cancer,"Cancer of the colon and rectum (colorectal), incidence",Average Annual Number,Race/Ethnicity,Hispanic,02,CAN,CAN7_1,AVGANNNMBR,RACE,HIS
2009,2013,AZ,Arizona,Statewide central cancer registries,Cancer,"Cancer of the colon and rectum (colorectal), incidence",Average Annual Number,Race/Ethnicity,Hispanic,04,CAN,CAN7_1,AVGANNNMBR,RACE,HIS
2014,2018,AZ,Arizona,Statewide central cancer registries,Cancer,"Cancer of the colon and rectum (colorectal), incidence",Average Annual Crude Rate,Overall,Overall,04,CAN,CAN7_1,AVGANNCRDRATE,OVERALL,OVR
2008,2012,CT,Connecticut,Statewide central cancer registries,Cancer,"Cancer of the colon and rectum (colorectal), incidence",Average Annual Number,Gender,Female,09,CAN,CAN7_1,AVGANNNMBR,GENDER,GENF
2010,2014,IA,Iowa,Statewide central cancer registries,Cancer,"Cancer of the colon and rectum (colorectal), incidence",Average Annual Number,Gender,Male,19,CAN,CAN7_1,AVGANNNMBR,GENDER,GENM
2012,2016,IA,Iowa,Statewide central cancer registries,Cancer,"Cancer of the colon and rectum (colorectal), incidence",Average Annual Number,Overall,Overall,19,CAN,CAN7_1,AVGANNNMBR,OVERALL,OVR
2013,2017,IA,Iowa,Statewide central cancer registries,Cancer,"Cancer of the colon and rectum (colorectal), incidence",Average Annual Number,Race/Ethnicity,Hispanic,19,CAN,CAN7_1,AVGANNNMBR,RACE,HIS
2010,2014,ID,Idaho,Statewide central cancer registries,Cancer,"Cancer of the colon and rectum (colorectal), incidence",Average Annual Number,Race/Ethnicity,Hispanic,16,CAN,CAN7_1,AVGANNNMBR,RACE,HIS
2014,2018,ID,Idaho,Statewide central cancer registries,Cancer,"Cancer of the colon and rectum (colorectal), incidence",Average Annual Age-adjusted Rate,Overall,Overall,16,CAN,CAN7_1,AVGANNAGEADJRATE,OVERALL,OVR
2015,2019,ID,Idaho,Statewide central cancer registries,Cancer,"Cancer of the colon and rectum (colorectal), incidence",Average Annual Crude Rate,Race/Ethnicity,Hispanic,16,CAN,CAN7_1,AVGANNCRDRATE,RACE,HIS
2008,2012,IL,Illinois,Statewide central cancer registries,Cancer,"Cancer of the colon and rectum (colorectal), incidence",Average Annual Number,Overall,Overall,17,CAN,CAN7_1,AVGANNNMBR,OVERALL,OVR
2011,2015,IL,Illinois,Statewide central cancer registries,Cancer,"Cancer of the colon and rectum (colorectal), incidence",Average Annual Crude Rate,Overall,Overall,17,CAN,CAN7_1,AVGANNCRDRATE,OVERALL,OVR
2012,2016,IL,Illinois,Statewide central cancer registries,Cancer,"Cancer of the colon and rectum (colorectal), incidence",Average Annual Number,Gender,Male,17,CAN,CAN7_1,AVGANNNMBR,GENDER,GENM
2014,2018,WA,Washington,Death Certificate,Cancer,"Cancer of the colon and rectum (colorectal), mortality",Average Annual Number,Gender,Male,53,CAN,CAN7_2,AVGANNNMBR,GENDER,GENM
2009,2013,MA,Massachusetts,Statewide central cancer registries,Cancer,"Cancer of the colon and rectum (colorectal), incidence",Average Annual Number,Gender,Female,25,CAN,CAN7_1,AVGANNNMBR,GENDER,GENF
2008,2012,MD,Maryland,Statewide central cancer registries,Cancer,"Cancer of the colon and rectum (colorectal), incidence",Average Annual Number,Gender,Female,24,CAN,CAN7_1,AVGANNNMBR,GENDER,GENF
2009,2013,ME,Maine,Statewide central cancer registries,Cancer,"Cancer of the colon and rectum (colorectal), incidence",Average Annual Age-adjusted Rate,Race/Ethnicity,American Indian or Alaska Native,23,CAN,CAN7_1,AVGANNAGEADJRATE,RACE,AIAO
2010,2014,ME,Maine,Statewide central cancer registries,Cancer,"Cancer of the colon and rectum (colorectal), incidence",Average Annual Number,Gender,Male,23,CAN,CAN7_1,AVGANNNMBR,GENDER,GENM
2011,2015,ME,Maine,Statewide central cancer registries,Cancer,"Cancer of the colon and rectum (colorectal), incidence",Average Annual Number,Gender,Male,23,CAN,CAN7_1,AVGANNNMBR,GENDER,GENM
2012,2016,MI,Michigan,Statewide central cancer registries,Cancer,"Cancer of the colon and rectum (colorectal), incidence",Average Annual Number,Overall,Overall,26,CAN,CAN7_1,AVGANNNMBR,OVERALL,OVR
2009,2013,NH,New Hampshire,Statewide central cancer registries,Cancer,"Cancer of the colon and rectum (colorectal), incidence",Average Annual Number,Race/Ethnicity,"White, non-Hispanic",33,CAN,CAN7_1,AVGANNNMBR,RACE,WHT
2009,2013,NV,Nevada,Statewide central cancer registries,Cancer,"Cancer of the colon and rectum (colorectal), incidence",Average Annual Number,Gender,Female,32,CAN,CAN7_1,AVGANNNMBR,GENDER,GENF
2010,2014,NV,Nevada,Statewide central cancer registries,Cancer,"Cancer of the colon and rectum (colorectal), incidence",Average Annual Number,Race/Ethnicity,Hispanic,32,CAN,CAN7_1,AVGANNNMBR,RACE,HIS
2010,2014,NY,New York,Statewide central cancer registries,Cancer,"Cancer of the colon and rectum (colorectal), incidence",Average Annual Number,Gender,Female,36,CAN,CAN7_1,AVGANNNMBR,GENDER,GENF
2011,2015,NY,New York,Statewide central cancer registries,Cancer,"Cancer of the colon and rectum (colorectal), incidence",Average Annual Number,Overall,Overall,36,CAN,CAN7_1,AVGANNNMBR,OVERALL,OVR
2013,2017,NY,New York,Statewide central cancer registries,Cancer,"Cancer of the colon and rectum (colorectal), incidence",Average Annual Number,Gender,Male,36,CAN,CAN7_1,AVGANNNMBR,GENDER,GENM
2008,2012,OR,Oregon,Statewide central cancer registries,Cancer,"Cancer of the colon and rectum (colorectal), incidence",Average Annual Number,Gender,Female,41,CAN,CAN7_1,AVGANNNMBR,GENDER,GENF
2009,2013,OR,Oregon,Statewide central cancer registries,Cancer,"Cancer of the colon and rectum (colorectal), incidence",Average Annual Number,Race/Ethnicity,Hispanic,41,CAN,CAN7_1,AVGANNNMBR,RACE,HIS
2010,2014,OR,Oregon,Statewide central cancer registries,Cancer,"Cancer of the colon and rectum (colorectal), incidence",Average Annual Number,Overall,Overall,41,CAN,CAN7_1,AVGANNNMBR,OVERALL,OVR
2013,2017,OR,Oregon,Statewide central cancer registries,Cancer,"Cancer of the colon and rectum (colorectal), incidence",Average Annual Number,Gender,Female,41,CAN,CAN7_1,AVGANNNMBR,GENDER,GENF
2009,2013,RI,Rhode Island,Statewide central cancer registries,Cancer,"Cancer of the colon and rectum (colorectal), incidence",Average Annual Number,Race/Ethnicity,"Black, non-Hispanic",44,CAN,CAN7_1,AVGANNNMBR,RACE,BLK
2011,2015,RI,Rhode Island,Statewide central cancer registries,Cancer,"Cancer of the colon and rectum (colorectal), incidence",Average Annual Number,Gender,Female,44,CAN,CAN7_1,AVGANNNMBR,GENDER,GENF
2012,2016,RI,Rhode Island,Statewide central cancer registries,Cancer,"Cancer of the colon and rectum (colorectal), incidence",Average Annual Number,Race/Ethnicity,"White, non-Hispanic",44,CAN,CAN7_1,AVGANNNMBR,RACE,WHT
2014,2018,RI,Rhode Island,Statewide central cancer registries,Cancer,"Cancer of the colon and rectum (colorectal), incidence",Average Annual Number,Race/Ethnicity,Hispanic,44,CAN,CAN7_1,AVGANNNMBR,RACE,HIS
2008,2012,SC,South Carolina,Statewide central cancer registries,Cancer,"Cancer of the colon and rectum (colorectal), incidence",Average Annual Number,Gender,Female,45,CAN,CAN7_1,AVGANNNMBR,GENDER,GENF
